10,030.00,12.600000,01.924681792,+3.1245921,-0.1718979,+0.0892642
100,052.00,21.840000,00.209831933,+2.4675880,+0.0285075,+0.1143973
1000,055.80,23.436000,00.020858233,+2.3711075,+0.0680273,-0.0437659
10000,052.65,22.113000,00.002097048,+2.4118455,+0.1342598,-0.0006366
100000,052.47,22.036140,00.000209744,+2.4079036,+0.1531504,-0.0026131
1000000,052.71,22.140048,00.000020969,+2.4067867,+0.1612975,-0.0017931
10000000,052.61,22.097893,00.000002097,+2.4075577,+0.1621681,-0.0001276
100000000,052.62,22.099824,00.000000210,+2.4077053,+0.1618625,-0.0000050
