10,01.016269611,00.029031697,00.027773520
100,01.042190047,00.003111261,00.002976425
1000,01.041610931,00.003690377,00.003530443
10000,01.043253632,00.002047676,00.001958934
100000,01.046103405,00.000802096,00.000767335
1000000,01.045623416,00.000322108,00.000308149
10000000,01.045390922,00.000089614,00.000085730
100000000,01.045307468,00.000006160,00.000005893
