10,05.924194747,00.590861413,00.110786515
100,05.145495596,00.187837737,00.035219576
1000,05.471802814,00.138469481,00.025963028
10000,05.358880203,00.025546870,00.004790038
100000,05.339854289,00.006520955,00.001222679
1000000,05.332648148,00.000685185,00.000128472
10000000,05.333858539,00.000525205,00.000098476
100000000,05.333553636,00.000220303,00.000041307
