10,03.484172219,00.342579565,00.109046462
100,03.153538551,00.011945897,00.003802497
1000,03.151397994,00.009805340,00.003121137
10000,03.137429507,00.004163146,00.001325171
100000,03.145705865,00.004113211,00.001309276
1000000,03.141203762,00.000388892,00.000123788
10000000,03.141699173,00.000106519,00.000033906
100000000,03.141593121,00.000000467,00.000000149
